"","COMID","FromNode","ToNode","AreSqKM","acm_resp","reach_lgt","reach_slp","river_lgt","river_slp","catch_area","wshd_area","reach_resp","logDA_km2","logw_m","length_m","d50m","order","doc_annual","do_annual","nitrates","res_time","hz_exchng","aer_resp","anb_resp","p_ant","p_frt","p_shb","p_ant_t","p_frt_t","p_shb_t","hl","hrl","ht","hrt"
"4887",24129623,50103654,50102321,0.1116,0.049450857,0.331,0.02,26.74,0.012341,0.11,38.47,0.010475784,1.58515831,0.702706355,331,0.000196713,2,0.781818182,9.729262129,1.414955066,6.591974141,-6.529589509,0.010430819,4.5e-05,0.00810000000000002,0,0.9919,0.0109,1e-04,0.989,0.0470758249261849,0.0428502624736309,0.0611173291139115,0.0556313903861447
"4888",24129625,50103655,50103653,8.208,0.028253042,1.073,0.03,5.45,0.014679,8.21,20.55,0.007327391,1.312805486,0.559342851,1073,0.000199524,1,0.781818182,10.02403236,1.228918788,6.293649135,-6.623058243,0.007298072,2.93e-05,0.1084,0,0.8916,0.0673,0,0.9327,0.343157020626092,0.312354981066263,0.246598215988547,0.224463369408973
"4889",24129627,50103656,50102324,3.6981,0.108319351,1.664,0.02,4,0.025,3.7,5.22,0.106595665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2777,0,0.7223,0.2421,0,0.7579,0.590767913640958,0.537740128828496,0.553488490246342,0.503806935308686
"4890",24129631,50103657,50140762,0.7164,0.41885209,1.226,0.02,19,0.016842,0.72,21.66,0.010715169,1.335574232,0.571328066,1226,9.84e-05,2,3.256866314,10.13139848,1.734698528,6.996776304,-7.163043263,0.010153346,0.000561823,0.9849,0,0.0151,0.7668,0,0.2332,0.0783006308837375,0.0712723057000067,0.543114120431957,0.4943637769521
"4891",24129635,50103658,50103654,0.8865,0.027555193,1.616,0.03,22.27,0.011226,0.89,31.79,0.022525592,1.502263204,0.659071291,1616,0.000290607,2,0.781818182,9.751818808,1.404041695,6.139829602,-6.144299169,0.022429667,9.59e-05,0.0102,0,0.9898,0.00920000000000002,0,0.9908,0.0569185513230723,0.0518094981370333,0.0522922261316865,0.047598435472702
"4892",24129637,50210800,50103760,4.1031,0.001174957,3.09,0.03,3.09,0.009709,4.1,4.1,0.001174957,0.613112102,0.191032021,3090,5.38e-05,1,3.271047773,9.510956254,1.550318416,6.455142875,-8.107905397,0.001086106,8.89e-05,0.8149,0,0.1851,0.8149,0,0.1851,0.479039389122781,0.436040443078913,0.479039389122781,0.436040443078913
"4893",24129639,50103659,50103658,1.8891,0.004880249,0.779,0.01,17.47,0.009731,1.89,29.19,0.001034136,1.465176066,0.639549033,779,6.53e-05,2,0.781818182,9.813077526,1.433348651,7.560047493,-7.522878745,0.001029768,4.37e-06,0,0,1,0.00969999999999999,0,0.9903,0,0,0.0546184072624538,0.0497158167861656
"4894",24129641,50210801,50103660,2.5605,0.004993007,3.342,0.07,3.34,0.020958,2.56,2.56,0.004993007,0.40832478,0.083234248,3342,0.00012661,1,0.781818182,10.0633444,1.477055168,5.881179374,-6.819014419,0.00497325,1.98e-05,0.0594,0,0.9406,0.0594,0,0.9406,0.225313399813845,0.205089094795218,0.225313399813845,0.205089094795218
"4895",24129643,50103660,50102325,0.2475,0.006939665,0.429,0.03,3.77,0.026525,0.25,2.81,0.001946658,0.448397103,0.104327874,429,3.53e-05,1,0.781818182,9.764968785,1.470926759,6.509101591,-7.218963061,0.001938353,8.31e-06,0.2218,0,0.7782,0.0737,0,0.9263,0.529176738745347,0.481677425424476,0.263106220537823,0.239489602703058
"4896",24129645,50210802,50103760,1.8738,0.003166156,2.153,0.04,2.15,0.018605,1.87,1.87,0.003166156,0.272723235,0.0118551,2153,4.32e-05,1,3.560992703,9.734301027,1.71782031,6.274342613,-7.728158393,0.002857027,0.000309129,0.9087,0,0.0913,0.9087,0,0.0913,0.3055352754847,0.278110192864411,0.3055352754847,0.278110192864411
"4897",24129647,50103661,50103659,0.5166,0.003558063,0.853,0.01,11.05,0.01267,0.52,19.24,0.001030579,1.284107995,0.544236811,853,7.05e-05,2,0.781818182,9.722113961,1.462462533,7.319205085,-7.453457337,0.00102613,4.45e-06,0,0,1,0.0148,0,0.9852,0,0,0.0770442315208038,0.0701286817155555
"4898",24129651,50210803,50102327,4.662,0.006819765,4.306,0.06,4.31,0.013921,4.66,4.66,0.006819765,0.668572269,0.220225637,4306,0.000158368,1,0.781818182,10.29520033,1.537835089,5.932539019,-6.666552726,0.006794084,2.57e-05,0.00769999999999996,0,0.9923,0.00769999999999996,0,0.9923,0.0451425977328073,0.0410905632482369,0.0451425977328073,0.0410905632482369
"4899",24129655,50210804,50103655,12.3417,0.020925651,4.372,0.05,4.37,0.011442,12.34,12.34,0.020925651,1.091374985,0.442784294,4372,0.000260073,1,0.781818182,10.03087765,1.123473376,5.866923147,-6.241990163,0.020842738,8.29e-05,0.04,0,0.96,0.04,0,0.96,0.167944147734173,0.152869351150057,0.167944147734173,0.152869351150057
"4900",24129657,50103662,50103661,2.5128,0.002152023,1.16,0.02,7.91,0.010114,2.51,16.55,0.001673928,1.218682521,0.509797567,1160,8.16e-05,2,0.781818182,9.691820614,1.482962717,7.132666097,-7.303643611,0.001666672,7.26e-06,0.0129000000000001,0,0.9871,0.0169,0,0.9831,0.0689382456750202,0.0627502954282413,0.0857158476685595,0.0780219268914934
"4901",24129661,50210805,50103659,8.0613,0.00028805,5.635,0.02,5.64,0.003546,8.06,8.06,0.00028805,0.906405084,0.345418191,5635,3.98e-05,1,0.781818182,9.759453715,1.402448976,6.789331911,-8.022276395,0.000286819,1.23e-06,0,0,1,0,0,1,0,0,0,0
"4902",24129663,50210806,50103654,6.5736,0.011419879,4.14,0.06,4.14,0.014493,6.57,6.57,0.011419879,0.817803274,0.298779182,4140,0.000222485,1,0.781818182,9.298281788,1.497571652,5.79586786,-6.423889106,0.011365881,5.4e-05,0.0186999999999999,7e-04,0.9806,0.0186999999999999,7e-04,0.9806,0.0987073261363814,0.0898472802047828,0.0987073261363814,0.0898472802047828
"4903",24129665,50210807,50102328,3.2418,0.004984654,4.649,0.06,4.65,0.012903,3.24,3.24,0.004984654,0.510786218,0.137168811,4649,0.000128794,1,0.781818182,10.02259769,1.508776731,5.987986878,-6.790753151,0.004964735,1.99e-05,0.0136,0.0025,0.9839,0.0136,0.0025,0.9839,0.0893968777799753,0.0813725448932986,0.0893968777799753,0.0813725448932986
"4904",24129667,50210808,50102317,11.0421,0.024937898,6.924,0.05,6.92,0.007225,11.04,11.04,0.024937898,1.043051676,0.41734744,6924,0.000189152,1,0.781818182,9.719156423,1.394594578,6.10117526,-6.358550069,0.024831334,0.000106564,0.0369000000000001,4e-04,0.9627,0.0369000000000001,4e-04,0.9627,0.161478322769391,0.146983903634609,0.161478322769391,0.146983903634609
"4905",24129671,50210809,50102320,3.7773,0.003913106,4.847,0.05,4.85,0.010309,3.78,3.78,0.003913106,0.577181479,0.17211854,4847,0.000138276,1,0.781818182,10.23871837,1.550625708,6.033971028,-6.920818754,0.003898176,1.49e-05,0.0603000000000001,0,0.9397,0.0603000000000001,0,0.9397,0.227792186463967,0.207345383638598,0.227792186463967,0.207345383638598
"4906",24129679,50210810,50103658,1.7154,0.000149352,3.187,0.05,3.19,0.015674,1.72,1.72,0.000149352,0.234365406,-0.008336036,3187,6.26e-05,1,0.781818182,8.857642008,1.521917337,6.45799454,-8.366531544,0.000148555,7.98e-07,0,0,1,0,0,1,0,0,0,0
"4907",24129685,50210811,50103661,2.1735,0.000375461,2.291,0.05,2.29,0.021834,2.17,2.17,0.000375461,0.337159645,0.04577371,2291,8.52e-05,1,0.781818182,9.594205096,1.525894628,6.246802352,-7.970616222,0.000373795,1.67e-06,0.00209999999999994,0,0.9979,0.00209999999999994,0,0.9979,0.0150460111168077,0.0136954695227819,0.0150460111168077,0.0136954695227819
"4908",24129687,50210812,50103662,11.2221,0,3.834,0.02,3.83,0.005222,11.22,11.22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0161,0,0.9839,0.0161,0,0.9839,0.0824455635119062,0.0750451859698913,0.0824455635119062,0.0750451859698913
"4909",24129689,50210813,50102330,2.0556,0.001987829,3.245,0.06,3.25,0.018462,2.06,2.06,0.001987829,0.312938609,0.033024026,3245,9.95e-05,1,0.781818182,9.644800456,1.61502172,6.026944318,-7.218244625,0.001979152,8.68e-06,0.00390000000000001,0,0.9961,0.00390000000000001,0,0.9961,0.0255248221249776,0.0232336943508272,0.0255248221249776,0.0232336943508272
"4910",24129691,50210814,50103662,2.8107,0.000478095,2.915,0.04,2.92,0.013699,2.81,2.81,0.000478095,0.448814494,0.104547584,2915,7.8e-05,1,0.781818182,10.01900251,1.482061682,6.445322131,-7.853871964,0.000476165,1.93e-06,0.0237,0,0.9763,0.0237,0,0.9763,0.112108951124257,0.10204596496929,0.112108951124257,0.10204596496929
"4911",24129693,50210815,50102333,7.7832,0.00892136,4.588,0.05,4.59,0.010893,7.78,7.78,0.00892136,0.89115819,0.337392395,4588,0.000205475,1,0.781818182,10.09362301,1.395265198,5.917056633,-6.515985037,0.008886307,3.51e-05,0.00140000000000001,0,0.9986,0.00140000000000001,0,0.9986,0.0105988158016515,0.00964745789845561,0.0105988158016515,0.00964745789845561
"4912",24129695,50210816,50102329,4.7853,0.007944559,4.327,0.06,4.33,0.013857,4.79,4.79,0.007944559,0.67990917,0.226193256,4327,0.000178385,1,0.781818182,9.862108249,1.597359848,5.867059767,-6.598082749,0.007911619,3.29e-05,0.0316,0,0.9684,0.0316,0,0.9684,0.140260678019518,0.127670771086642,0.140260678019518,0.127670771086642
"4913",24129697,50210817,50102334,5.0364,0.008466125,5.069,0.06,5.07,0.011834,5.04,5.04,0.008466125,0.702120215,0.237884904,5069,0.000174623,1,0.781818182,10.29681738,1.336448719,5.928827386,-6.604975001,0.008434344,3.18e-05,0.00319999999999993,0,0.9968,0.00319999999999993,0,0.9968,0.021577608831276,0.0196407859750371,0.021577608831276,0.0196407859750371
"4914",24129699,50210818,50102335,4.266,0.004868034,5.005,0.05,5.01,0.00998,4.27,4.27,0.004868034,0.630020851,0.199932599,5005,0.000147593,1,0.781818182,10.19640036,1.362165055,6.032062051,-6.838332588,0.004849332,1.87e-05,0.00109999999999999,0,0.9989,0.00109999999999999,0,0.9989,0.00859308438714013,0.00782176248688958,0.00859308438714013,0.00782176248688958
"4915",24129701,50210819,50102331,2.0781,0.00353384,3.54,0.07,3.54,0.019774,2.08,2.08,0.00353384,0.317666442,0.035512705,3540,0.00010957,1,0.781818182,9.213497779,1.656991096,5.92310704,-6.997402019,0.00351674,1.71e-05,0.00609999999999999,0,0.9939,0.00609999999999999,0,0.9939,0.0371881027516248,0.0338500698883583,0.0371881027516248,0.0338500698883583
"4916",24129703,50210820,50102337,4.3947,0.113345422,4.412,0.04,4.41,0.00907,4.39,4.39,0.113345422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0
"4917",24129705,50210821,50102332,6.8598,0.008904017,4.099,0.06,4.1,0.014634,6.86,6.86,0.008904017,0.836311454,0.308521682,4099,0.00020334,1,0.781818182,9.459097627,1.704932139,5.863323875,-6.524764777,0.008863413,4.06e-05,0.00329999999999998,0,0.9967,0.00329999999999998,0,0.9967,0.0221501972752796,0.0201619784374824,0.0221501972752796,0.0201619784374824
"4918",24129707,50210822,50102335,1.2816,0.116444513,2.326,0.08,2.33,0.034335,1.28,1.28,0.116444513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105,0,0.9895,0.0105,0,0.9895,0.0582866712722475,0.0530548145815032,0.0582866712722475,0.0530548145815032
"4919",24129709,50210823,50102336,3.4425,0.007032116,2.754,0.07,2.75,0.025455,3.44,3.44,0.007032116,0.536873949,0.150901103,2754,0.000152275,1,0.781818182,10.03077732,1.686710903,5.799940427,-6.669992299,0.007004019,2.81e-05,0.00260000000000005,0.0016,0.9958,0.00260000000000005,0.0016,0.9958,0.0299674042338644,0.0272775068538465,0.0299674042338644,0.0272775068538465
"4920",24129711,50210824,50102338,3.5595,0.01658666,3.007,0.08,3.01,0.026578,3.56,3.56,0.01658666,0.551388997,0.158541664,3007,0.000194811,1,0.781818182,10.05913151,1.571141491,5.662122168,-6.365580717,0.016520828,6.58e-05,0.00379999999999995,0.0109,0.9853,0.00379999999999995,0.0109,0.9853,0.0850249057983904,0.0773930044979465,0.0850249057983904,0.0773930044979465
"4921",24129713,50103663,50102845,0.3492,21.1606584,0.599,0,4.22,0.030806,0.35,4.1,11.23422241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9665,0.018,0.0155,0.1548,0.6729,0.1723,0.169832591825501,0.154588287039275,0.858365942216632,0.781318351406084
"4922",24129715,50103664,50102845,3.0987,322.3475506,1.287,0,17.08,0.059133,3.1,23.74,19.89676666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2479,0.3423,0.4098,0.1044,0.5562,0.3394,1.07829917297401,0.981510205280221,0.928924067295862,0.845543124610442
"4923",24129717,50103665,50102846,0.9999,123.1217762,0.848,0,6.2,0.080645,1,14.91,28.01768875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604,0.2259,0.1701,0.1487,0.4823,0.369,0.941898241418493,0.857352726829947,1.00296165987254,0.912935045618746
"4924",24129719,50103666,50102847,0.9504,71.01332219,0.667,0,6.62,0.069486,0.95,7.92,25.45506859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6544,0.3352,0.0104,0.1451,0.4594,0.3955,0.691358311548009,0.629301454825495,1.00429570139828,0.91414934254543
"4925",24129721,50103667,50102848,0.4392,12.79065781,0.469,0.01,2.42,0.128099,0.44,1.47,0.085740713,0.167760266,-0.043396242,469,0.000357528,1,1.101300655,10.72628787,0.141336532,5.816474206,-6.057793458,0.08544229,0.000298423,0.4836,0.3197,0.1967,0.1866,0.6318,0.1816,1.03576008774973,0.94278946124426,0.913173577837371,0.83120641126675
"4926",24129723,50103668,50102849,0.5436,72.30355567,0.563,0,4.56,0.173246,0.54,3.03,27.16479874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5977,0.3791,0.0232,0.1725,0.6303,0.1972,0.762641688679025,0.694186380896581,0.914226605319217,0.832164918187443
"4927",24129725,50103669,50102850,0.8901,488.1347612,0.803,0,10.49,0.085796,0.89,11.53,44.55634308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4115,0.3357,0.2528,0.1138,0.7599,0.1263,1.0794585750133,0.982565538495818,0.717294274276848,0.652909385481617
"4928",24129727,50103670,50102851,0.5391,204.4450708,0.572,0,5.24,0.160305,0.54,6.38,38.74707413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6778,0.2354,0.0868,0.1636,0.5696,0.2668,0.816249392691994,0.742982215938586,0.969264014690195,0.882262127128827
"4929",24129729,50103671,50102852,0.6597,13.70014685,0.627,0,3.85,0.023377,0.66,5.81,0.301044748,0.764407794,0.270672394,627,0.000631788,1,1.15428575,11.53910987,0.10352144,6.214809924,-5.57079699,0.300201418,0.000843329,0.4598,0.5375,0.0027,0.068,0.6911,0.2409,0.706911307345121,0.643458401691589,0.781032713561127,0.710926613162141
"4930",24129731,50103672,50102853,0.1341,399.2537526,0.294,0,14.21,0.061928,0.13,14.69,0.958424556,1.16704249,0.482614828,294,0.001076432,3,1.065073253,11.36695858,0.15331404,6.193823985,-5.116764553,0.955531769,0.002892787,0.3422,0.5907,0.0671,0.181,0.6056,0.2134,0.859209239303477,0.78208595349423,0.942720541202832,0.858101216349699
"4931",24129733,50103673,50102813,1.0989,29.18212308,0.702,0,2.58,0.131783,1.1,2.5,16.51163864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5144,0.4062,0.0794,0.2346,0.6829,0.0825,0.909039602507819,0.827443504759885,0.806436970622575,0.734050564462782
"4932",24129735,50103674,50102814,2.6352,22.01526678,0.729,0,2.74,0.120438,2.64,4.41,13.5150404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2692,0.6386,0.0922,0.2189,0.623,0.1581,0.859454667437189,0.782309351808852,0.918968666925737,0.836481328676778
"4933",24129737,50103675,50102815,0.9954,38.00481392,0.548,0,2.3,0.113043,1,4.34,18.33141518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3798,0.5578,0.0624,0.1187,0.7358,0.1455,0.866416246311806,0.788646053979786,0.759172172741301,0.691028291392657
"4934",24129739,50103676,50102816,1.944,220.5132995,0.53,0,4.61,0.073753,1.94,7.17,15.70126534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2167,0.637,0.1463,0.1291,0.7288,0.1421,0.899867087637334,0.819094321917952,0.772118555415961,0.702812596746055
"4935",24129741,50103677,50102817,0.7317,35.86627152,0.519,0.01,3.41,0.096774,0.73,2.82,25.01393318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3764,0.5646,0.059,0.145,0.7524,0.1026,0.857511054097568,0.780540198705734,0.727657997928391,0.662342853283171
"4936",24129743,50103678,50102818,0.3897,81.62240479,0.382,0.01,5.03,0.117296,0.39,6.06,27.57262421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5035,0.4873,0.0092,0.1166,0.561,0.3224,0.738930008295325,0.672603079282099,0.939796019017344,0.855439201537327
"4937",24129745,50103679,50102819,0.2691,212.944354,0.461,0,13.88,0.059798,0.27,17.28,0.187226076,1.237453251,0.519678271,461,0.000568451,2,0.92125346,11.61507006,0.09889931,6.819997988,-5.656886945,0.186777523,0.000448552,0.515,0.4582,0.0268,0.0913,0.6296,0.2791,0.796348650731976,0.724867779967599,0.866016760552653,0.788282426371326
"4938",24129747,50103680,50102821,0.2835,19.49232513,0.346,0.01,2.85,0.108772,0.28,3.59,2.572488761,0.555324237,0.16061313,346,0.001607888,1,1.508060272,11.54414876,0.076969181,5.045920603,-4.733853006,2.564400598,0.008088163,0.3143,0.6825,0.0032,0.0688000000000001,0.8142,0.117,0.642865912935466,0.585161771415134,0.602537956391695,0.548453683439292
"4939",24129749,50103681,50102822,0.0567,105.0322359,0.209,0.01,4.62,0.032468,0.06,7.53,92.06949615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7143,0.2857,0,0.0651,0.7642,0.1707,0.598256498217654,0.544556532262117,0.685126827764563,0.623629313845714
"4940",24129751,50103682,50102823,0.0711,63.21379403,0.214,0,1.83,0.174863,0.07,1.49,52.77787399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.595,0.405,0,0.1005,0.6543,0.2452,0.674986980504339,0.614399627117454,0.853128623677192,0.776551138629146
"4941",24129753,50103683,50102680,2.5497,9.058870349,1.39,0,3.36,0.050595,2.55,3.7,5.937109947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497,0.329,0.174,0.3977,0.3858,0.2165,1.01750741394698,0.92617516155817,1.06543274090351,0.969798674102918
"4942",24129755,50103684,50102681,1.6938,9.459606989,1.208,0,3.99,0.030075,1.69,4.19,6.040815353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5536,0.3741,0.0723,0.3437,0.4693,0.187,0.885105072240564,0.805657356439742,1.03563132397888,0.942672255409064
"4943",24129757,50103685,50102682,1.4553,12.72807027,0.926,0,4.35,0.034483,1.46,4.06,5.833978653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5609,0.3902,0.0489,0.3662,0.4489,0.1849,0.839114190594007,0.763794651897893,1.03952449312264,0.946215970679603
"4944",24129759,50103686,50103687,0.3753,33.24484455,0.553,0,3.73,0.037534,0.38,4.06,6.619754791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5587,0.4269,0.0144,0.1965,0.5641,0.2394,0.749686294682488,0.682393873084527,0.984935290221222,0.896526736848445
"4945",24129761,50103687,50102683,0.3042,78.04828545,0.618,0,8.9,0.025843,0.3,8.79,26.52000809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.2254,0.5526,0.222,0,0,0.997704537862976,0.908149806946481
"4946",24129763,50103688,50102684,1.7658,29.03841849,0.997,0.01,3.24,0.083333,1.77,4.46,13.11172104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3675,0.5897,0.0428,0.1478,0.8201,0.0321,0.814196292292535,0.741113403418796,0.555616395613244,0.50574383824419
"4947",24129765,50103689,50102685,1.7406,22.80865632,0.79,0.01,3.47,0.063401,1.74,4.76,11.71722031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3439,0.4519,0.2042,0.1793,0.6539,0.1668,1.050425409596,0.956138412459845,0.884671360255626,0.805262574777994
"4948",24129767,50103690,50102686,1.3374,12.20947703,0.857,0,3.22,0.059006,1.34,2.7,8.421565056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5518,0.356,0.0922,0.3109,0.4913,0.1978,0.915554966588985,0.833374044722318,1.03292123517473,0.940205426271884
"4949",24129769,50103691,50102687,3.9132,29.76371187,0.883,0.02,2.71,0.114391,3.91,5.73,14.86225319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2327,0.5573,0.21,0.1622,0.6761,0.1617,0.992840167183819,0.903722065941459,0.854284278536214,0.777603061014269
"4950",24129771,50103692,50102688,1.8837,20.00557756,0.825,0,3.17,0.072555,1.88,4.56,10.82126236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,0.4266,0.1214,0.2331,0.6466,0.1203,0.978337053577354,0.89052076302863,0.876163324957868,0.797518227308448
"4951",24129773,50103693,50102689,1.7667,11.73802477,0.723,0.01,3.88,0.056701,1.77,6.03,0.442161917,0.780446933,0.279115218,723,0.000822373,1,1.04145813,11.51289401,0.089632331,5.751313837,-5.360214787,0.44103736,0.001124557,0.2935,0.3856,0.3209,0.1002,0.7066,0.1932,1.09199762287542,0.993979071724466,0.793540796693703,0.722311961079321
"4952",24129775,50103694,50102690,0.4608,10.47617224,0.555,0,2.41,0.107884,0.46,1.91,0.887753606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.709,0.2637,0.0273,0.203,0.7106,0.0864,0.693625754682215,0.631365370510396,0.778040388889799,0.708202881867495
"4953",24129777,50103695,50102691,0.2358,16.33517084,0.422,0,2.37,0.097046,0.24,1.81,6.670126438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5917,0.3778,0.0305,0.1138,0.7706,0.1156,0.784690583220239,0.714256149611752,0.697551239025217,0.634938500342906
"4954",24129779,50103696,50102503,0.0099,1.868478602,0.112,0,2.13,0,0.01,1.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6364,0.3636,0,0.6645,0.2851,0.0504,0.655461421379193,0.596626697279924,0.779954364388972,0.709945057445644
"4955",24129781,50103697,50103734,0.0918,23.89124919,0.196,0.01,2.96,0.037162,0.09,3.45,19.36378479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147,0.4706,0.3824,0.1587,0.5732,0.2681,1.00415624969987,0.914022408139319,0.964048543042551,0.877514800249781
"4956",24129783,50103698,50103745,1.0773,98.76960462,0.548,0,100.4,0.020319,1.08,130.28,2.50281167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.958204179582042,0.0016998300169983,0.0400959904009599,0.3228,0.107,0.5702,0.18071805607409,0.164496663598385,0.924454473798069,0.841474725281674
"4957",24129785,50103699,50103698,2.0853,96.26679295,1.031,0,99.85,0.020431,2.09,129.2,0.02102256,2.111260833,0.979640883,1031,0.000208932,4,2.041443933,9.743426505,0.797698226,7.210820379,-6.613857891,0.020762703,0.000259857,0.9655,0.0134,0.0211,0.3175,0.1079,0.5746,0.173099393400641,0.157561857978574,0.922880401339329,0.840041942784176
"4958",24129787,50103700,50103687,0.4131,18.28343282,0.342,0,4.55,0.01978,0.41,4.43,14.47753429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329,0.5686,0.1024,0.1989,0.5798,0.2213,0.920123724134807,0.837532707057472,0.971019585921398,0.883860116928605
"4959",24129789,50210825,50103336,0.2043,2.456753969,0.873,0,0.87,0,0.2,0.2,2.456753969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6123,0.3216,0.0661,0.6123,0.3216,0.0661,0.844757749117922,0.768931640244126,0.844757749117922,0.768931640244126
"4960",24129791,50103701,50102746,0.1359,93.62815096,0.071,0.03,2.12,0.20283,0.14,2.64,55.29879379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4039,0.2848,0.3113,0.698,0.1077,0.1943,1.08715713045457,0.989573065646821,0.809287322894423,0.736645066910323
"4961",24129793,50103702,50102729,0.0423,155.7905685,0.101,0.06,4.13,0.263923,0.04,2.22,120.6564178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1276,0.8724,0,0.3939,0.448,0.1581,0.381798806506645,0.347528250361658,1.01832696863588,0.926921152384375
"4962",24129795,50103703,50103153,1.1232,118.613745,0.125,0,1.15,0.104348,1.12,3.94,27.76647758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891,0.0056,0.1034,0.829,0.0518,0.1192,0.36649714807981,0.333600080629108,0.562346272290983,0.511869635986629
"4963",24129797,50103704,50103158,0.9414,193.8110079,0.471,0,3.7,0.056757,0.94,11.19,40.98114395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4952,0.3671,0.1377,0.6383,0.2288,0.1329,0.988916727746292,0.900150797462128,0.892234763682322,0.812147081263776
"4964",24129799,50103705,50103163,1.8612,97.17689456,1.101,0,2.4,0.091667,1.86,4.25,19.54107094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486,0.3496,0.1644,0.7115,0.1798,0.1087,1.01490570015746,0.923806979610492,0.791923988445639,0.720840278789999
"4965",24129801,50103706,50103148,0.2412,12.52033532,0.321,0.01,0.85,0.047059,0.24,0.85,0.002322308,-0.068491278,-0.167756432,321,0.000120105,1,1.036300701,11.46666981,0.077874876,6.537158655,-7.665546249,0.002316627,5.68e-06,0.8097,0,0.1903,0.7103,0.0853,0.2044,0.486657675434479,0.442974906119494,0.777464707783455,0.707678874342472
"4966",24129803,50103707,50102732,0.0045,225.2936635,0.071,0,3.33,0.072072,0,3.65,215.8001862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.8,0,0.6375,0.2342,0.1283,0.500402423538188,0.455485915003595,0.890412302562297,0.810488205663327
"4967",24129805,50103708,50102732,0.0198,131.3547866,0.106,0,3.01,0.146179,0.02,2.32,109.2892838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2727,0.7273,0,0.4468,0.3416,0.2116,0.585925866539793,0.533332707619841,1.05550643905278,0.960763364783051
"4968",24129807,50103709,50102719,0.0918,84.08804184,0.173,0,2.15,0.167442,0.09,1.26,73.13337708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2353,0.7647,0,0.1072,0.8178,0.075,0.545601507137715,0.496627893903471,0.598144189287462,0.544454304268356
"4969",24129809,50103710,50102755,0.234,71.56294109,0.156,0,2.35,0.097872,0.23,2.63,52.42757034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0,0.0218000000000001,0.9227,0.0555,0.325082973391448,0.295903274289385,0.31810684055372,0.289553324530325
